Transaction ID,Stage,Entity,Timestamp,RFID ID,GPS Latitude,GPS Longitude,Temperature,Humidity,Route ID,Speed,Delivery Status,Risk Factor,Delay Time,Cost,Disruption Type,battery_level,battery_status
TXN_125,Manufacturing,Carrier B,2024-09-29 11:52:52.342727,RFID_224,38.27620990319511,-75.07944840481751,27.97300636537743,75.45338363611734,Route_125,92.15207203670757,In Transit,Weather,19.681141763603662,177.483437598966,Strike,92.21986511540479,Good
TXN_126,Retailer,Retailer D,2024-11-04 11:52:52.342727,RFID_225,37.7542868530457,-76.66040000598187,22.30292761228464,67.34527475109068,Route_126,64.93267070363413,Delivered,Traffic,23.13575605117762,50.10932049553073,Equipment Failure,89.17254329243734,Good
TXN_127,Logistics,Retailer D,2024-10-18 11:52:52.342727,RFID_226,35.43493379955705,-76.8266436337303,25.27922508691359,67.57432276766005,Route_127,59.176636679091885,In Transit,Equipment Failure,3.382112528013998,107.12122595337937,Strike,99.81950880365291,Good
TXN_128,Manufacturing,Carrier B,2024-04-21 11:52:52.342727,RFID_227,37.042266065353495,-79.17022552352107,-1.3482869658692382,86.21472508224606,Route_128,32.47697613064197,In Transit,Traffic,13.35089474154772,470.12692002579234,Strike,88.36079380328434,Good
TXN_129,Retailer,Carrier B,2024-09-16 11:52:52.342727,RFID_228,36.86344258506157,-75.59036120847678,37.81708195795542,40.70768682475752,Route_129,40.89479401580034,In Transit,Weather,15.576319160109472,440.309587601911,Strike,91.41123408667899,Good
TXN_13,Warehouse,Carrier B,2024-07-14 11:52:52.342727,RFID_112,39.72029669843307,-75.46781273327795,8.804946978496353,68.80145844965864,Route_13,58.1812991255491,Delivered,Human Error,13.424345114229272,336.51181146107376,Weather,88.61091539480077,Good
TXN_130,Retailer,Carrier B,2024-06-10 11:52:52.342727,RFID_229,36.29876891880163,-77.86255156039692,32.73213252293612,20.07784659373312,Route_130,86.68435742242237,Delivered,Human Error,45.36587753975457,155.12406441630657,Strike,95.52836085228293,Good
TXN_131,Retailer,Carrier B,2024-06-24 11:52:52.342727,RFID_230,38.61710056844292,-79.1888329710876,31.229064332304823,39.03681915787391,Route_131,60.32963185916123,In Transit,Human Error,13.568033305975634,400.26735704547104,Equipment Failure,97.82921461108737,Good
TXN_132,Manufacturing,Carrier B,2025-01-03 11:52:52.342727,RFID_231,37.47937867539385,-79.9369624001212,32.03427122687954,35.25239657387208,Route_132,56.32679743811019,Delivered,Traffic,22.121699292943298,323.85721692828844,Traffic Jam,99.16466745928267,Good
TXN_133,Manufacturing,Carrier B,2024-08-29 11:52:52.342727,RFID_232,35.40523107953824,-77.20122158180808,36.97197286597426,66.32842095797987,Route_133,18.962174218602605,In Transit,Human Error,32.22261233108543,486.9071201524413,Traffic Jam,93.67413348770577,Good
TXN_134,Manufacturing,Warehouse C,2024-02-19 11:52:52.342727,RFID_233,36.10091600974906,-77.36300188938662,19.4914284751164,64.35981198358704,Route_134,11.442534080961082,Delivered,Weather,7.784801875578115,218.1225467903266,Traffic Jam,91.22124297086918,Good
TXN_135,Warehouse,Warehouse C,2024-05-12 11:52:52.342727,RFID_234,38.41629381829798,-76.40323188815421,4.0126908040431655,61.54229678933067,Route_135,96.73166698183442,Delivered,Weather,23.349234582809977,356.6572756327271,Weather,90.54780984864212,Good
TXN_136,Manufacturing,Warehouse C,2024-09-21 11:52:52.342727,RFID_235,35.3806542974515,-75.54870973491099,22.75526235336435,21.13704102466176,Route_136,43.92875505581575,In Transit,Traffic,35.44987389484356,78.59107509076335,Strike,85.72172521051937,Good
TXN_137,Manufacturing,Warehouse C,2024-09-20 11:52:52.342727,RFID_236,39.25603457024384,-79.60296707678485,28.429667215057258,71.01446381154533,Route_137,64.28917558895539,Delivered,Weather,41.60905022529917,228.31130606738267,Equipment Failure,89.08055112684885,Good
TXN_138,Manufacturing,Carrier B,2024-12-16 11:52:52.342727,RFID_237,37.47573263506988,-76.34251754829819,28.20628270093114,42.64712887398441,Route_138,17.174356586855648,Delivered,Equipment Failure,30.06044518379648,483.7179475346812,Equipment Failure,99.55958745128791,Good
TXN_139,Warehouse,Retailer D,2024-04-20 11:52:52.342727,RFID_238,37.40293288663324,-79.06294027951209,18.465206087509603,66.55391923046417,Route_139,71.48028571507419,Delivered,Weather,32.114568735213496,292.54139350255423,Weather,98.08179689960525,Good
TXN_14,Warehouse,Warehouse C,2024-06-11 11:52:52.342727,RFID_113,35.19713405684253,-79.30377314441202,10.883132655356048,33.54047400695378,Route_14,67.1791012037489,Delivered,Human Error,9.193023458407112,149.55701891300765,Weather,96.33437347369981,Good
TXN_140,Manufacturing,Supplier A,2024-07-21 11:52:52.342727,RFID_239,37.96203892329759,-75.70911473421418,-1.9193576299889876,58.96048999515073,Route_140,93.93100378353648,Delivered,Traffic,6.06160668405931,179.54577650068006,Equipment Failure,90.80286582887199,Good
TXN_141,Retailer,Carrier B,2024-06-20 11:52:52.342727,RFID_240,39.12340482962575,-75.90468243069172,11.70008222935575,43.9911647799535,Route_141,61.80987276976777,In Transit,Equipment Failure,45.39727186782466,104.12193340787309,Traffic Jam,98.40495394205544,Good
TXN_142,Manufacturing,Supplier A,2024-12-31 11:52:52.342727,RFID_241,36.73904603951097,-77.29603122507228,36.43449738085108,29.42033869728754,Route_142,21.35037901378695,In Transit,Equipment Failure,6.363555719255153,366.5877530816887,Weather,92.01736312178595,Good
TXN_143,Retailer,Retailer D,2024-04-27 11:52:52.342727,RFID_242,38.39008076279532,-76.44878600688344,21.30020093908417,26.609322836233662,Route_143,62.3549374726129,In Transit,Human Error,37.18430098472632,340.18521954337706,Equipment Failure,95.04421435126962,Good
TXN_144,Retailer,Warehouse C,2024-06-10 11:52:52.342727,RFID_243,37.82865981997895,-78.42824943408125,19.224937446507106,78.20628331785565,Route_144,78.97124917941872,Delivered,Weather,12.711183445359303,218.27242112169856,Weather,96.55706102561737,Good
TXN_145,Retailer,Retailer D,2024-04-18 11:52:52.343727,RFID_244,36.33514135084711,-77.64416050533593,7.098408147198708,84.28782794570905,Route_145,46.57748829166168,Delivered,Traffic,44.81247089766008,477.9236083396255,Weather,92.82216924463943,Good
TXN_146,Warehouse,Carrier B,2024-02-24 11:52:52.343727,RFID_245,39.39314993177579,-75.89181551144765,11.58020139624605,65.48516327350097,Route_146,89.1853973147321,In Transit,Human Error,34.55805788973502,59.99126584453264,Equipment Failure,95.30987358994682,Good
TXN_147,Warehouse,Warehouse C,2024-08-29 11:52:52.343727,RFID_246,38.98713010803464,-77.70367401413392,35.290574011892616,27.240388040233835,Route_147,68.38146580216281,In Transit,Human Error,36.18305822296171,186.6757332343216,Traffic Jam,92.62243252964564,Good
TXN_148,Warehouse,Carrier B,2024-10-06 11:52:52.343727,RFID_247,38.29225917329213,-78.21100867337279,24.990837138707608,48.14190518217685,Route_148,90.93240264602822,Delivered,Weather,10.5148403068744,464.48126883481166,Equipment Failure,95.9448047391082,Good
TXN_149,Manufacturing,Warehouse C,2025-01-25 11:52:52.343727,RFID_248,39.25290864547121,-77.5289377637485,30.432416203854977,71.025744007361,Route_149,66.11547801226035,In Transit,Weather,21.26591887848772,194.42094724374817,Strike,88.99264987189919,Good
TXN_15,Retailer,Supplier A,2025-01-06 11:52:52.342727,RFID_114,38.52787586257844,-77.33789658862392,22.958160207232456,64.90531368793762,Route_15,27.683827026059003,In Transit,Weather,24.20464611806551,354.6831706963016,Strike,94.98135182509436,Good
TXN_150,Retailer,Supplier A,2024-09-14 11:52:52.343727,RFID_249,39.33647100479901,-75.85875373781391,15.44554403804448,74.58746188070477,Route_150,21.81591748043418,In Transit,Traffic,29.655033340285748,163.51377523482668,Strike,86.46439855656179,Good
TXN_151,Warehouse,Supplier A,2024-03-23 11:52:52.343727,RFID_250,38.54181488357517,-78.32395976314564,23.361124875527107,28.2753035603762,Route_151,37.87225399946702,Delivered,Human Error,36.958733673916846,290.3991844690613,Equipment Failure,92.86197283696822,Good
TXN_152,Warehouse,Supplier A,2024-12-07 11:52:52.343727,RFID_251,39.18506664181836,-79.13119203432129,6.177262393444339,20.00215031917677,Route_152,28.161545342721123,In Transit,Traffic,4.9900500437947,420.71078746424206,Traffic Jam,93.04533444111149,Good
TXN_153,Manufacturing,Retailer D,2024-03-31 11:52:52.343727,RFID_252,38.48735730834642,-76.4399298983461,26.74573736275688,69.84959321164234,Route_153,91.7943847945176,Delivered,Human Error,46.19353518981736,96.41604239526248,Strike,99.71408860484341,Good
TXN_154,Warehouse,Carrier B,2024-03-22 11:52:52.343727,RFID_253,38.4007038588015,-75.87010893645959,14.24206001665018,44.9617323190344,Route_154,78.43600605587343,In Transit,Human Error,42.730592186618686,474.3593193405813,Strike,86.88791557775171,Good
TXN_155,Manufacturing,Retailer D,2024-11-15 11:52:52.343727,RFID_254,38.09305689107592,-79.49681260738234,14.91454816666355,37.81369321327821,Route_155,70.87585320190055,Delivered,Human Error,12.976732343788049,407.78279653152384,Equipment Failure,99.96692905586526,Good
TXN_156,Logistics,Supplier A,2024-09-01 11:52:52.343727,RFID_255,38.76358319778821,-78.80062943622028,24.219504605959678,20.90282288526678,Route_156,37.08696876684596,Delivered,Weather,39.49249166555194,131.56261499819837,Equipment Failure,90.04756040649171,Good
TXN_157,Warehouse,Carrier B,2024-07-17 11:52:52.343727,RFID_256,35.79302552646537,-79.29014005119502,37.1326279661017,57.82095847330498,Route_157,26.564029484519217,Delivered,Human Error,24.879548305911527,370.4035825391732,Equipment Failure,85.82254054989436,Good
TXN_158,Logistics,Supplier A,2024-06-22 11:52:52.343727,RFID_257,39.404353795994645,-78.26029294208917,-2.1197144026120585,79.58055147981872,Route_158,78.08059791900206,Delivered,Human Error,22.16671111497689,223.2314251869007,Weather,98.25642713890434,Good
TXN_159,Manufacturing,Retailer D,2024-05-04 11:52:52.343727,RFID_258,39.35921763872616,-77.74824510547293,32.11344568061534,87.03421523908115,Route_159,52.67421512911717,Delivered,Human Error,15.09283707894746,231.0326051343434,Weather,99.1081266372991,Good
TXN_16,Manufacturing,Carrier B,2024-10-17 11:52:52.342727,RFID_115,39.626241587078326,-77.94452198699646,10.032248455094614,38.18796965582096,Route_16,29.05712758471776,Delivered,Weather,41.55096174589113,397.50812415197447,Weather,89.70863436253485,Good
TXN_160,Retailer,Retailer D,2024-09-14 11:52:52.343727,RFID_259,35.146236415172794,-76.25586831518346,8.15723996854869,59.60214654293024,Route_160,30.32105969355662,In Transit,Equipment Failure,27.88649215831644,402.4805415974899,Weather,95.88099837207146,Good
TXN_161,Warehouse,Retailer D,2024-03-15 11:52:52.343727,RFID_260,39.12908375282382,-76.74426207559164,14.976375452787003,56.0122929417926,Route_161,65.49597803487475,In Transit,Weather,35.03467764977269,483.2531635913295,Equipment Failure,87.56761709346972,Good
TXN_162,Manufacturing,Supplier A,2024-08-30 11:52:52.343727,RFID_261,35.644349337367224,-76.89535716260784,-4.013900205124597,25.95394698424688,Route_162,13.630046692460676,In Transit,Equipment Failure,19.724779438212398,106.99514278123726,Traffic Jam,86.6851901559544,Good
TXN_163,Retailer,Carrier B,2024-08-09 11:52:52.343727,RFID_262,36.67559427129571,-78.23812526695173,8.547073502544086,58.42109610798198,Route_163,39.35532287154282,Delivered,Weather,30.202521264398023,239.28360659546877,Strike,96.51667473935642,Good
TXN_164,Retailer,Carrier B,2024-08-14 11:52:52.343727,RFID_263,38.71754128145804,-75.7927622345762,17.618405918355872,46.59853552757762,Route_164,52.17012951320212,In Transit,Traffic,33.567020215454576,266.4237236379366,Weather,85.3050814535792,Good
TXN_165,Logistics,Supplier A,2024-05-25 11:52:52.343727,RFID_264,35.803799480241544,-77.64356416300917,-2.4720765193652445,62.499469661850384,Route_165,23.316250069846525,Delivered,Equipment Failure,34.13384721673372,219.3403176297489,Traffic Jam,86.36581444147454,Good
TXN_166,Manufacturing,Carrier B,2024-06-11 11:52:52.343727,RFID_265,39.08983512059531,-75.10447530992423,17.09930782224243,47.21084435135827,Route_166,98.61890298317556,Delivered,Traffic,2.494372710296652,213.4351056723013,Equipment Failure,89.15261616872215,Good
TXN_167,Retailer,Supplier A,2024-03-22 11:52:52.343727,RFID_266,39.16067088978871,-76.82928930852131,36.71997829862923,36.82093864152567,Route_167,28.818762813065284,In Transit,Human Error,41.267894672883216,73.52090040271844,Weather,91.16806324944804,Good
TXN_168,Warehouse,Carrier B,2024-06-11 11:52:52.343727,RFID_267,37.53733866880418,-79.36867629217748,-0.2573051851487653,26.647569265986355,Route_168,21.7317817038939,Delivered,Traffic,21.996159108722303,358.49237925318045,Equipment Failure,99.08750314729386,Good
TXN_169,Warehouse,Warehouse C,2024-06-17 11:52:52.343727,RFID_268,35.031929358584165,-76.61911218962283,29.399832763397697,42.0442911212227,Route_169,28.318138649820675,In Transit,Traffic,12.595971921418291,246.2964877040204,Traffic Jam,96.84416757201544,Good
TXN_17,Retailer,Carrier B,2024-06-11 11:52:52.342727,RFID_116,35.902876725636666,-78.26328336870579,27.971457276562617,82.02602761694615,Route_17,13.734759295891571,Delivered,Equipment Failure,11.584785784199994,262.94593409797943,Equipment Failure,97.83449723837883,Good
TXN_170,Logistics,Warehouse C,2025-01-29 11:52:52.343727,RFID_269,36.435190665874565,-78.3744799228415,13.43519740191967,26.76513840014266,Route_170,79.21550198437518,Delivered,Traffic,11.604696359024716,137.65721118976705,Weather,93.83676252011693,Good
TXN_171,Retailer,Retailer D,2024-06-28 11:52:52.343727,RFID_270,38.08463459187871,-76.56836401656952,24.48281715359521,32.38278655767888,Route_171,48.295509334465855,Delivered,Traffic,23.184677416509626,417.2150760359308,Weather,88.4607200273363,Good
TXN_172,Manufacturing,Warehouse C,2024-07-11 11:52:52.343727,RFID_271,39.90593089013712,-79.65179425918797,6.7106469093353205,89.11353110056821,Route_172,60.88743457772842,In Transit,Weather,42.56791389451004,411.1523366682326,Weather,88.13191646740086,Good
TXN_173,Warehouse,Warehouse C,2024-04-07 11:52:52.343727,RFID_272,38.15906763508334,-79.1255928141202,2.177151814361123,51.0872489834633,Route_173,11.890824128772469,Delivered,Equipment Failure,18.160683920767053,268.8762326400022,Weather,86.96800831743195,Good
TXN_174,Retailer,Warehouse C,2024-10-06 11:52:52.343727,RFID_273,36.2990179053208,-75.72131370547106,2.2208176422051897,57.23102365535116,Route_174,13.09881777159831,In Transit,Weather,35.98683584561008,184.30279751649223,Traffic Jam,99.890176805123,Good
TXN_175,Retailer,Supplier A,2024-08-21 11:52:52.343727,RFID_274,38.17002851549806,-78.86410221488242,-1.827862446058491,81.15329701160508,Route_175,50.124299484431454,Delivered,Weather,4.647299087386493,337.1417266084036,Weather,95.68213687949515,Good
TXN_176,Logistics,Warehouse C,2024-12-09 11:52:52.343727,RFID_275,37.69992689857928,-75.8147943737853,3.3541017205559367,89.68982303434815,Route_176,83.49897188814612,In Transit,Weather,22.850721703250965,179.66846109983138,Strike,95.41479543934916,Good
TXN_177,Warehouse,Warehouse C,2024-11-21 11:52:52.343727,RFID_276,38.89922697575572,-78.60361955772795,24.88987232450357,60.79001145412771,Route_177,89.67149908368087,Delivered,Traffic,47.60093473885131,156.20356864567043,Strike,97.37059526684111,Good
TXN_178,Warehouse,Retailer D,2024-02-07 11:52:52.343727,RFID_277,35.53490319413479,-76.78559044970646,34.67607753295786,76.87316747309202,Route_178,17.80359108360762,In Transit,Weather,36.98101453403218,378.731594311847,Equipment Failure,90.41984060616672,Good
TXN_179,Manufacturing,Warehouse C,2024-03-01 11:52:52.343727,RFID_278,38.80513951251014,-76.52924713245085,31.63565585160228,42.88587170356727,Route_179,58.45267918909205,In Transit,Equipment Failure,10.105367445149424,68.14635787442782,Weather,89.65611956225015,Good
TXN_18,Retailer,Warehouse C,2024-04-28 11:52:52.342727,RFID_117,37.83972615276315,-75.50083327156364,13.203732350824136,82.69829609866315,Route_18,38.98607816761567,In Transit,Equipment Failure,3.769739654054337,327.97711582780744,Weather,94.73238605610996,Good
TXN_180,Warehouse,Warehouse C,2024-09-28 11:52:52.343727,RFID_279,37.70633289338055,-77.43672623427473,25.831043944351784,41.402077021310376,Route_180,92.19067176513434,Delivered,Weather,24.069190737499717,92.64581196556728,Strike,85.5272381554914,Good
TXN_181,Manufacturing,Carrier B,2024-10-20 11:52:52.343727,RFID_280,39.81496001929497,-78.47344661651634,-0.0305661465003801,48.189260469619214,Route_181,44.917547895809776,In Transit,Human Error,11.213988655131194,53.0546783106154,Strike,98.03168286339893,Good
TXN_182,Warehouse,Retailer D,2024-12-21 11:52:52.343727,RFID_281,36.70936083019343,-78.93677811814452,8.013435083317743,67.07550838715544,Route_182,84.66092482855318,Delivered,Traffic,19.65892450860044,118.82443391394176,Strike,88.32466381914392,Good
TXN_183,Logistics,Retailer D,2024-09-11 11:52:52.343727,RFID_282,38.16310946566974,-79.83405322718787,8.941309389511105,67.75341824785691,Route_183,22.03260889594926,Delivered,Human Error,37.44403313927831,81.04550391970676,Traffic Jam,94.53551157128184,Good
TXN_184,Warehouse,Retailer D,2024-09-29 11:52:52.343727,RFID_283,39.66014052755008,-78.48026799379637,6.248062587892955,42.06676042546155,Route_184,94.18550407010189,In Transit,Equipment Failure,37.018791133939374,498.1110655009634,Weather,99.93043393032305,Good
TXN_185,Manufacturing,Retailer D,2024-10-26 11:52:52.343727,RFID_284,35.512548639953394,-76.73418604734358,18.17525468693754,29.32469468956401,Route_185,77.62809857781724,In Transit,Equipment Failure,10.948818139314486,179.9644864793403,Traffic Jam,97.99287434441153,Good
TXN_186,Manufacturing,Retailer D,2024-07-25 11:52:52.343727,RFID_285,39.68614243618226,-75.30847590775758,19.099921669585267,64.2677379525856,Route_186,94.72009535082115,In Transit,Equipment Failure,44.26671927143329,117.17060570116128,Traffic Jam,94.28138652665511,Good
TXN_187,Logistics,Retailer D,2024-08-03 11:52:52.343727,RFID_286,38.43942861150407,-75.64397758868473,11.05986888269996,28.98281035321352,Route_187,70.89555101972559,In Transit,Equipment Failure,28.443272772711687,158.44831609816308,Strike,99.7063954953281,Good
TXN_188,Warehouse,Supplier A,2025-01-25 11:52:52.343727,RFID_287,35.33918529552586,-76.16967611732349,10.92051214313962,60.49447557605311,Route_188,42.70635387994843,In Transit,Weather,18.2363659661767,471.2565071930606,Strike,91.51801068327556,Good
TXN_189,Warehouse,Warehouse C,2024-06-16 11:52:52.343727,RFID_288,36.50481783473408,-76.05776328373351,32.28500190577366,68.53954896394163,Route_189,94.43630552722502,Delivered,Traffic,24.09290787748131,284.0721003609781,Equipment Failure,87.47689908148365,Good
TXN_19,Retailer,Retailer D,2025-01-03 11:52:52.342727,RFID_118,39.577441487940206,-79.89088301612256,-1.9241059860518623,40.81010429969285,Route_19,60.37701952003074,In Transit,Traffic,17.107427320783906,255.34666572007936,Equipment Failure,99.41602591552746,Good
TXN_190,Logistics,Retailer D,2024-03-09 11:52:52.343727,RFID_289,38.54086044322641,-76.67507548262003,30.51817817438585,69.04280474761161,Route_190,34.80100986782607,In Transit,Equipment Failure,29.043420165011696,214.1681433385356,Weather,85.79054679553619,Good
TXN_191,Warehouse,Warehouse C,2024-10-06 11:52:52.343727,RFID_290,35.33675300734386,-78.69856571216998,8.850812425633555,72.74304774617177,Route_191,39.89552698555593,Delivered,Human Error,26.8747455285977,443.0261560591487,Weather,98.65828758877062,Good
TXN_192,Warehouse,Warehouse C,2025-01-10 11:52:52.343727,RFID_291,37.910852300881366,-75.46402484647085,36.12047997429667,81.10015950959652,Route_192,73.07275762015664,In Transit,Equipment Failure,23.347441705736557,227.7456217470646,Strike,97.04174936722467,Good
TXN_193,Manufacturing,Supplier A,2024-03-24 11:52:52.343727,RFID_292,36.729415284764784,-76.64633844047083,37.87667576511277,54.99712943753519,Route_193,78.87846695728476,In Transit,Traffic,24.236774596291205,200.7538564809631,Strike,99.25433036622368,Good
